,user,location,created_at,text,favorite_count,id_str,truncated,is_quote_status,retweet_count,entities,favorited,retweeted,date,time,time_bins,tags_in_text,hashtags_in_text
623,ForcedBankrupt,Unknown,2021-01-12 23:16:27,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349133167874035712,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,23,19-23,@elashton, #WorldMentalHealthDay 
624,BRAINCURES,"London, England",2021-01-12 23:14:00,"RT @BRAINCURES: What happens in a minute on #WorldMentalHealthDay ?

Read👉 https://t.co/AoMt8uEXE4

@NadiaWhittomeMP @DrMichelleBIO @sallye…",0,1349132551038898176,False,True,4,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [44, 65]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BRAINCURES', 'name': 'Krzysztof Potempa', 'id': 831903566088507393, 'id_str': '831903566088507393', 'indices': [3, 14]}, {'screen_name': 'NadiaWhittomeMP', 'name': 'Nadia Whittome MP', 'id': 576682647, 'id_str': '576682647', 'indices': [100, 116]}, {'screen_name': 'DrMichelleBIO', 'name': 'Dr. Michelle McMurry-Heath 🧬', 'id': 1258400718978977799, 'id_str': '1258400718978977799', 'indices': [117, 131]}], 'urls': [{'url': 'https://t.co/AoMt8uEXE4', 'expanded_url': 'https://lnkd.in/dMvhPVS', 'display_url': 'lnkd.in/dMvhPVS', 'indices': [75, 98]}]}",False,False,12,23,19-23,"@BRAINCURES, @NadiaWhittomeMP, @DrMichelleBIO, @sallye…", #WorldMentalHealthDay 
625,JibbaE,Unknown,2021-01-12 22:38:01,RT @AmericanPublicU: APU alum Michelle Lusson is passionate about #mentalhealth and mental health awareness. She recently connected with ou…,0,1349123494135672832,False,False,1,"{'hashtags': [{'text': 'mentalhealth', 'indices': [66, 79]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AmericanPublicU', 'name': 'American Public U', 'id': 135895585, 'id_str': '135895585', 'indices': [3, 19]}], 'urls': []}",False,False,12,22,19-23,@AmericanPublicU, #mentalhealth 
626,misskbowmanx,Unknown,2021-01-12 21:18:43,RT @VexKing: Important reminder! #WorldMentalHealthDay https://t.co/LPsFua8x1v,0,1349103539184951296,False,False,879,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [33, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'VexKing', 'name': 'Vex King', 'id': 30978968, 'id_str': '30978968', 'indices': [3, 11]}], 'urls': [], 'media': [{'id': 1314845730302038018, 'id_str': '1314845730302038018', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/Ej9FObEXkAIb3yb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ej9FObEXkAIb3yb.jpg', 'url': 'https://t.co/LPsFua8x1v', 'display_url': 'pic.twitter.com/LPsFua8x1v', 'expanded_url': 'https://twitter.com/VexKing/status/1314845735154864128/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1638, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1314845735154864128, 'source_status_id_str': '1314845735154864128', 'source_user_id': 30978968, 'source_user_id_str': '30978968'}]}",False,False,12,21,19-23,@VexKing, #WorldMentalHealthDay 
627,gary_shek,"Glasgow, Scotland",2021-01-12 20:23:55,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349089746824392704,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,20,19-23,@elashton, #WorldMentalHealthDay 
628,EthicalDavid,England,2021-01-12 20:15:59,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349087753091362816,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,20,19-23,@elashton, #WorldMentalHealthDay 
629,GarethParris,United Kingdom,2021-01-12 19:57:03,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349082985157550080,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,19,19-23,@elashton, #WorldMentalHealthDay 
630,srimalathi5,"London, England",2021-01-12 19:52:48,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349081915433869312,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,19,19-23,@elashton, #WorldMentalHealthDay 
631,KerryLDilks,Unknown,2021-01-12 19:30:14,"RT @danidonovan: What people think #ADHD is:
- “squirrel!”

When ADHD involves severe difficulty with:
- internal motivation
- regulating e…",0,1349076239148052480,False,False,17078,"{'hashtags': [{'text': 'ADHD', 'indices': [35, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'danidonovan', 'name': 'Dani Donovan 🧑🏻\u200d🎨 ADHD Comics', 'id': 16269197, 'id_str': '16269197', 'indices': [3, 15]}], 'urls': []}",False,False,12,19,19-23,@danidonovan, #ADHD 
632,rgarryneal,Pelsall Common,2021-01-12 18:58:41,RT @HMRCabovetheLaw: @elashton THANK YOU Emily for great coverage and publicising #LoanChargeSuicides . I can relate to everything you have…,0,1349068297829023744,False,False,3,"{'hashtags': [{'text': 'LoanChargeSuicides', 'indices': [82, 101]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HMRCabovetheLaw', 'name': 'DaleR', 'id': 1100490353835151363, 'id_str': '1100490353835151363', 'indices': [3, 19]}, {'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [21, 30]}], 'urls': []}",False,False,12,18,13-18,"@HMRCabovetheLaw, @elashton", #LoanChargeSuicides 
633,rexgold,London,2021-01-12 18:56:26,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349067731287625728,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,18,13-18,@elashton, #WorldMentalHealthDay 
634,rgarryneal,Pelsall Common,2021-01-12 18:55:33,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349067510461702144,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,18,13-18,@elashton, #WorldMentalHealthDay 
635,LoanChargeMess,Unknown,2021-01-12 18:17:14,RT @elashton: Seems a fitting piece to publish on #WorldMentalHealthDay - I've spent some time speaking to those affected by HMRC's loan ch…,0,1349057865819049984,False,False,343,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [50, 71]}], 'symbols': [], 'user_mentions': [{'screen_name': 'elashton', 'name': 'Emily Ashton', 'id': 24758341, 'id_str': '24758341', 'indices': [3, 12]}], 'urls': []}",False,False,12,18,13-18,@elashton, #WorldMentalHealthDay 
636,Zemyla,Unknown,2021-01-12 18:04:36,"RT @danidonovan: What people think #ADHD is:
- “squirrel!”

When ADHD involves severe difficulty with:
- internal motivation
- regulating e…",0,1349054686377218048,False,False,17078,"{'hashtags': [{'text': 'ADHD', 'indices': [35, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'danidonovan', 'name': 'Dani Donovan 🧑🏻\u200d🎨 ADHD Comics', 'id': 16269197, 'id_str': '16269197', 'indices': [3, 15]}], 'urls': []}",False,False,12,18,13-18,@danidonovan, #ADHD 
637,do_kinder,"London, England",2021-01-12 16:14:50,RT @CactusMHS: 1 rollercoaster year into our #AcademicMentalHealth survey and we're exhausted. But if this brings the change that we want t…,0,1349027065320898560,False,False,30,"{'hashtags': [{'text': 'AcademicMentalHealth', 'indices': [45, 66]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CactusMHS', 'name': 'CACTUS Mental Health Initiative', 'id': 1308276610949287941, 'id_str': '1308276610949287941', 'indices': [3, 13]}], 'urls': []}",False,False,12,16,13-18,@CactusMHS, #AcademicMentalHealth 
638,AmitJha16095574,Unknown,2021-01-12 13:36:11,RT @CollegeofPolice: As part of #WorldMentalHealthDay our mental health lead @SteveyBMH has written a blog on dealing with mental health du…,0,1348987139049091072,False,False,11,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [32, 53]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CollegeofPolice', 'name': 'College of Policing', 'id': 234052322, 'id_str': '234052322', 'indices': [3, 19]}, {'screen_name': 'SteveyBMH', 'name': 'Steve Baker', 'id': 3384947151, 'id_str': '3384947151', 'indices': [77, 87]}], 'urls': []}",False,False,12,13,13-18,"@CollegeofPolice, @SteveyBMH", #WorldMentalHealthDay 
639,bts_loves_army7,Unknown,2021-01-12 13:32:32,"RT @DARKXBTS: you can't see people's mental health. be kind always.
#WorldMentalHealthDay",0,1348986221486247936,False,False,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [68, 89]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DARKXBTS', 'name': '𝐑𝐄𝐕𝐄⁷ ia', 'id': 1245380792269897731, 'id_str': '1245380792269897731', 'indices': [3, 12]}], 'urls': []}",False,False,12,13,13-18,@DARKXBTS, #WorldMentalHealthDay 
640,HeadStart_ST,"Middlesbrough, England",2021-01-12 12:37:37,"Throwback to #WorldMentalHealthDay 2018. 

Every child and young person in our area is able to sit down with a memb… https://t.co/o3xo1o24wL",0,1348972399321116672,True,False,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [13, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o3xo1o24wL', 'expanded_url': 'https://twitter.com/i/web/status/1348972399321116674', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,12,12,7-12,, #WorldMentalHealthDay 
641,AnxietyPath,"New York, USA",2021-01-12 12:27:16,"RT @ZenZone_uk: It's OK to not be OK.

For relaxing music, find your Zen at https://t.co/3K27kL4tXP

#WMHD2020 #WorldMentalHealthDay #medit…",0,1348969794008207360,False,False,9,"{'hashtags': [{'text': 'WMHD2020', 'indices': [101, 110]}, {'text': 'WorldMentalHealthDay', 'indices': [111, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ZenZone_uk', 'name': 'ZenZone', 'id': 1183368098608504832, 'id_str': '1183368098608504832', 'indices': [3, 14]}], 'urls': [{'url': 'https://t.co/3K27kL4tXP', 'expanded_url': 'http://ZenZoned.com', 'display_url': 'ZenZoned.com', 'indices': [76, 99]}]}",False,False,12,12,7-12,@ZenZone_uk," #WMHD2020 ,  #WorldMentalHealthDay ,  #medit… "
642,Fatbob59,"Sheerness, England",2021-01-12 09:58:11,"RT @Porchlight1974: We're all dealing with what's happening right now in different ways. 

If you're struggling emotionally, Live Well Kent…",0,1348932275468169216,False,False,7,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Porchlight1974', 'name': 'Porchlight', 'id': 221699794, 'id_str': '221699794', 'indices': [3, 18]}], 'urls': []}",False,False,12,9,7-12,@Porchlight1974,
643,MZMINA112,Valley Girl San Fernando Valle,2021-01-12 06:24:57,"RT @A_AMilne: ""My father felt deeply but kept his feelings to himself. Or rather, being a writer, he let them escape in his writing. Even t…",0,1348878615354638336,False,False,1914,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'A_AMilne', 'name': 'A.A.Milne', 'id': 1005435280948715525, 'id_str': '1005435280948715525', 'indices': [3, 12]}], 'urls': []}",False,False,12,6,0-6,@A_AMilne,
644,CTogetic,Unknown,2021-01-12 05:55:30,"RT @ZestyDoesThings: It's #WorldMentalHealthDay. Here's a reminder to be kind to others, to not be afraid to seek help and that mental illn…",0,1348871204615188480,False,False,185,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [26, 47]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ZestyDoesThings', 'name': 'Toby Allen', 'id': 630525721, 'id_str': '630525721', 'indices': [3, 19]}], 'urls': []}",False,False,12,5,0-6,@ZestyDoesThings, #WorldMentalHealthDay. 
645,kattar_zone,Unknown,2021-01-12 05:42:49,"RT @htcity: .@TheRashamiDesai on #WorldMentalHealthDay: Ditch the virtual world, keep it real, seek love and happiness within you
Story By:…",0,1348868013252956160,False,False,300,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [33, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'htcity', 'name': 'HT City', 'id': 125582800, 'id_str': '125582800', 'indices': [3, 10]}, {'screen_name': 'TheRashamiDesai', 'name': 'Rashami Desai', 'id': 720009812, 'id_str': '720009812', 'indices': [13, 29]}], 'urls': []}",False,False,12,5,0-6,"@htcity, @TheRashamiDesai", #WorldMentalHealthDay 
646,Balak78075,"Himachal Pradesh, India",2021-01-12 03:57:56,"RT @its_Nancy_: True way of Worship given by Supreme Saint Rampal Ji Maharaj Ji gives a devotee the Shelter of the Supreme God Kabir, who n…",0,1348841618284007424,False,False,7,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'its_Nancy_', 'name': 'Nancy', 'id': 1251689453698998274, 'id_str': '1251689453698998274', 'indices': [3, 14]}], 'urls': []}",False,False,12,3,0-6,@its_Nancy_,
647,BillJoh52033770,"Airdrie, Alberta",2021-01-12 02:28:05,RT @mitchell19britt: #WorldMentalHealthDay🌻 a reminder to anyone who needs it YOU ARE ENOUGH N YOU ARE LOVED💛 If ur friends are off check u…,0,1348819004870119424,False,False,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [21, 42]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mitchell19britt', 'name': 'Brittany Mitchell', 'id': 949059951430955008, 'id_str': '949059951430955008', 'indices': [3, 19]}], 'urls': []}",False,False,12,2,0-6,@mitchell19britt, #WorldMentalHealthDay🌻 
648,junairaaaaa_,neo city,2021-01-12 02:17:08,"RT @jaemworks: mini nomin au 

in which jaemin is not okay, and jeno tries to help him from across the world 

#WorldMentalHealthDay https:…",0,1348816251791937536,False,False,24,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [111, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jaemworks', 'name': 'steph ⌀ nomin aus', 'id': 1087006487795232768, 'id_str': '1087006487795232768', 'indices': [3, 13]}], 'urls': []}",False,False,12,2,0-6,@jaemworks, #WorldMentalHealthDay 
649,bongals2003r,Unknown,2021-01-11 21:21:17,RT @alialzanaty1: @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the f…,0,1348741796734652416,False,False,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alialzanaty1', 'name': 'Ali Alzanati', 'id': 1221856187660099588, 'id_str': '1221856187660099588', 'indices': [3, 16]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [18, 27]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [28, 37]}], 'urls': []}",False,False,11,21,19-23,"@alialzanaty1, @DrTedros, @DrTedros",
650,UnknownVisitor,Mechanus,2021-01-11 21:19:25,"RT @erikaishii: I started antidepressants 3 months ago. Yes, me. I seem super happy. Like I have it together, right? I do LOVE my life, but…",0,1348741328386060288,False,False,867,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'erikaishii', 'name': 'Erika Ishii', 'id': 582563196, 'id_str': '582563196', 'indices': [3, 14]}], 'urls': []}",False,False,11,21,19-23,@erikaishii,
651,DespondentNerds,TBD,2021-01-11 20:54:48,RT @NatGeo: It’s important to ask and listen rather than simply assume we know how children feel #WorldMentalHealthDay https://t.co/IStsmb1…,0,1348735130676973568,False,False,456,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [97, 118]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NatGeo', 'name': 'National Geographic', 'id': 17471979, 'id_str': '17471979', 'indices': [3, 10]}], 'urls': []}",False,False,11,20,19-23,@NatGeo, #WorldMentalHealthDay 
652,MrsChapman76,United Kingdom,2021-01-11 18:53:13,RT @eveswellprimary: Year 5 looking at their future aspirations for World Mental Health Day. Some fantastic work! Da iawn Blwyddyn 5! #Worl…,0,1348704534202347520,False,False,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eveswellprimary', 'name': 'Eveswell Primary', 'id': 1372889196, 'id_str': '1372889196', 'indices': [3, 19]}], 'urls': []}",False,False,11,18,13-18,@eveswellprimary, #Worl… 
653,StevenMcleish,"Kilmarnock, Glasgow ",2021-01-11 18:02:58,"RT @Robijn46: Nice spoken. So reconnaissable, stay strong you can overcome Anxiety.  #WorldMentalHealthDay",0,1348691889986424832,False,True,1,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [85, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Robijn46', 'name': 'CoraH', 'id': 1285925536162877440, 'id_str': '1285925536162877440', 'indices': [3, 12]}], 'urls': []}",False,False,11,18,13-18,@Robijn46, #WorldMentalHealthDay 
654,StevenMcleish,"Kilmarnock, Glasgow ",2021-01-11 17:59:26,"RT @BBCScotlandNews: ""Sun with no shine, moon with no light, this is what I feel like depression is like""

#WorldMentalHealthDay @1Mcleish…",0,1348691001800581120,False,False,7,"{'hashtags': [{'text': 'WorldMentalHealthDay', 'indices': [107, 128]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BBCScotlandNews', 'name': 'BBC Scotland News', 'id': 15687507, 'id_str': '15687507', 'indices': [3, 19]}], 'urls': []}",False,False,11,17,13-18,"@BBCScotlandNews, @1Mcleish…", #WorldMentalHealthDay 
655,alialzanaty1,Unknown,2021-01-11 17:44:03,@UN_Women Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the first… https://t.co/RW4aet4i8H,0,1348687130411872256,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/RW4aet4i8H', 'expanded_url': 'https://twitter.com/i/web/status/1348687130411872259', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,@UN_Women,
656,alialzanaty1,Unknown,2021-01-11 17:43:19,@UN_Women @Malala Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in t… https://t.co/oQ6q60K9yk,0,1348686943383642112,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}, {'screen_name': 'Malala', 'name': 'Malala', 'id': 937499232, 'id_str': '937499232', 'indices': [10, 17]}], 'urls': [{'url': 'https://t.co/oQ6q60K9yk', 'expanded_url': 'https://twitter.com/i/web/status/1348686943383642117', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@UN_Women, @Malala",
657,alialzanaty1,Unknown,2021-01-11 17:42:49,@UN_Women @shondarhimes Our prayers for all medical and auxiliary medical teams all over the world. These heroes ar… https://t.co/gQme0MIl5g,0,1348686819609731072,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}, {'screen_name': 'shondarhimes', 'name': 'shonda rhimes', 'id': 17565514, 'id_str': '17565514', 'indices': [10, 23]}], 'urls': [{'url': 'https://t.co/gQme0MIl5g', 'expanded_url': 'https://twitter.com/i/web/status/1348686819609731072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@UN_Women, @shondarhimes",
658,alialzanaty1,Unknown,2021-01-11 17:42:36,@UN_Women Our prayers for all medical and auxiliary medical teams all over the world. These heroes are in the first… https://t.co/V4iSIfRETt,0,1348686763192147968,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UN_Women', 'name': 'UN Women', 'id': 17137628, 'id_str': '17137628', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/V4iSIfRETt', 'expanded_url': 'https://twitter.com/i/web/status/1348686763192147968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,@UN_Women,
659,alialzanaty1,Unknown,2021-01-11 17:37:27,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/js2hiYQcha,0,1348685468574093312,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/js2hiYQcha', 'expanded_url': 'https://twitter.com/i/web/status/1348685468574093312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
660,alialzanaty1,Unknown,2021-01-11 17:36:58,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/3ucCd5d7Y5,0,1348685346184245248,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/3ucCd5d7Y5', 'expanded_url': 'https://twitter.com/i/web/status/1348685346184245248', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
661,alialzanaty1,Unknown,2021-01-11 17:36:45,@HarvardHealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/xAHekqEdjq,0,1348685291251507200,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HarvardHealth', 'name': 'Harvard Health', 'id': 22708797, 'id_str': '22708797', 'indices': [0, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/xAHekqEdjq', 'expanded_url': 'https://twitter.com/i/web/status/1348685291251507204', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@HarvardHealth, @DrTedros",
662,alialzanaty1,Unknown,2021-01-11 17:36:13,@bbchealth @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes are i… https://t.co/HF6dIa3ftn,0,1348685155276349440,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bbchealth', 'name': 'BBC Health News', 'id': 621543, 'id_str': '621543', 'indices': [0, 10]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [11, 20]}], 'urls': [{'url': 'https://t.co/HF6dIa3ftn', 'expanded_url': 'https://twitter.com/i/web/status/1348685155276349444', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@bbchealth, @DrTedros",
663,alialzanaty1,Unknown,2021-01-11 17:35:38,@WHO @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/z70eyhLcZp,0,1348685009079697408,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [0, 4]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [5, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/z70eyhLcZp', 'expanded_url': 'https://twitter.com/i/web/status/1348685009079697409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@WHO, @DrTedros, @DrTedros",
664,alialzanaty1,Unknown,2021-01-11 17:35:18,@WHO @DrTedros @DrTedros Our prayers for all medical and auxiliary medical teams all over the world. These heroes a… https://t.co/mG2CvzpWjV,0,1348684927060103168,True,False,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [0, 4]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [5, 14]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/mG2CvzpWjV', 'expanded_url': 'https://twitter.com/i/web/status/1348684927060103178', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,11,17,13-18,"@WHO, @DrTedros, @DrTedros",
